=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-4-12_1-54-4
====================================================================================
1:54:4 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
1:54:4 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
1:54:4 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
1:54:4 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
1:54:4 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
1:54:4 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
1:54:4 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
1:54:4 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
1:54:4 | [PermissionManager] Perm (MenuBansManager) has been registered!
1:54:4 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
1:54:4 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
1:54:4 | [PermissionManager] Perm (MenuWebHooks) has been registered!
1:54:4 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
1:54:4 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
1:54:4 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
1:54:4 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
1:54:4 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
1:54:4 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
1:54:4 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
1:54:4 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
1:54:4 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
1:54:4 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
1:54:4 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
1:54:4 | [PermissionManager] Perm (EspToolsMenu) has been registered!
1:54:4 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
1:54:4 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
1:54:4 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
1:54:4 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
1:54:4 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
1:54:4 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
1:54:4 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
1:54:4 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
1:54:4 | [PermissionManager] Adding Super Admin (76561198118650977)
1:54:4 | [PermissionManager] Loaded UserGroups.json
1:54:4 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
1:54:4 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
1:54:4 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
1:54:4 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
1:54:4 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
1:54:4 | Building Sets Loaded: 0
1:54:4 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
1:54:4 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
1:57:24 | Player "Zackstabz" (steamId=76561198118650977) connected to server!
1:58:7 | "Zackstabz" (steamid=76561198118650977) toggled godmode
1:58:8 | "Zackstabz" (steamid=76561198118650977) toggled godmode
1:58:27 | [WeatherManager] Send Data Count is 0
1:58:38 | "76561198118650977" (steamid=76561198118650977) teleported to (pos=<5406.270020, 66.485565, 1577.560059>)
1:58:38 | "Zackstabz": (steamid=76561198118650977) teleported to (pos=5406.27,0,1577.56)
1:59:52 | "Zackstabz" (steamid=76561198118650977) Spawned Item: (DownJacket_Orange)
1:59:56 | "Zackstabz" (steamid=76561198118650977) Spawned Item: (DownJacket_Orange)
2:0:31 | "Zackstabz" (steamid=76561198118650977) Spawned Item: (MilitarySweater_Chernarus)
2:1:14 | "Zackstabz" (steamid=76561198118650977) teleported to crosshair (pos=<5416.801758, 66.829468, 1566.746094>)
2:1:27 | Player "Zackstabz" (steamId=76561198118650977) initiated disconnect process...
2:1:29 | Player "Zackstabz" (steamId=76561198118650977) disconnected early from server (EXIT NOW).
